ATK,Aquireable,CP39,CP40,CrossGen,DEF,EvolutionStage,Evolved,FamilyID,FutureEvolve,Generation,Hatchable,ImgName,Legendary,Name,Nest,New,NotGettable,PokedexNumber,Raidable,Regional,Row,STA,STATTOTAL,Shiny,Spawns,Type1,Type2,Weather1,Weather2,_id
147,1,1563,1585,0,167,1,0,158,0,3,0,312,0,Minun,0,0,0,312,0,0,312,120,434,0,1,electric,,Rainy,,60f83d8adb25e1905e06f5f6
143,3,1597,1620,0,171,1,0,159,0,3,0,313,0,Volbeat,0,1,0,313,0,1,313,130,444,0,1,bug,,Rainy,,60f83d8adb25e1905e06f5f7
143,3,1597,1620,0,171,2,0,159,0,3,0,314,0,Illumise,0,1,0,314,0,1,314,130,444,0,1,bug,,Rainy,,60f83d8adb25e1905e06f5f8
186,1,1694,1718,0,148,1,0,160,1,3,0,315,0,Roselia,0,0,0,315,0,0,315,100,434,0,1,grass,poison,Sunny/clear,Cloudy,60f83d8adb25e1905e06f5f9
80,1,777,788,0,99,1,0,161,0,3,2,316,0,Gulpin,1,0,0,316,0,0,316,140,319,0,1,poison,,Cloudy,,60f83d8adb25e1905e06f5fa
140,1,1845,1872,0,159,2,0,161,0,3,0,317,0,Swalot,0,0,0,317,0,0,317,200,499,0,1,poison,,Cloudy,,60f83d8adb25e1905e06f5fb
171,1,862,874,0,39,1,0,162,0,3,5,318,0,Carvanha,1,0,0,318,0,0,318,90,300,0,1,water,dark,Rainy,Fog,60f83d8adb25e1905e06f5fc
243,1,1957,1986,0,83,1,0,163,0,3,0,319,0,Sharpedo,0,0,0,319,0,0,319,140,466,0,1,water,dark,Rainy,Fog,60f83d8adb25e1905e06f5fd
136,1,1404,1424,0,68,1,0,164,0,3,2,320,0,Wailmer,1,0,0,320,1,0,320,260,464,0,1,water,,Rainy,,60f83d8adb25e1905e06f5fe
175,1,2225,2258,0,87,2,0,164,0,3,0,321,0,Wailord,0,0,0,321,0,0,321,340,602,0,1,water,,Rainy,,60f83d8adb25e1905e06f5ff
119,2,944,957,0,82,1,0,165,0,3,5,322,0,Numel,1,0,0,322,0,0,322,120,321,0,1,fire,ground,Sunny/clear,,60f83d8adb25e1905e06f600
194,2,1987,2016,0,139,2,1,165,0,3,0,323,0,Camerupt,0,0,0,323,0,0,323,140,473,0,1,fire,ground,Sunny/clear,,60f83d8adb25e1905e06f601
151,2,2007,2036,0,234,1,0,166,0,3,0,324,0,Torkoal,0,0,0,324,0,1,324,140,525,0,1,fire,,Sunny/clear,,60f83d8adb25e1905e06f602
125,1,1266,1285,0,145,1,0,167,0,3,2,325,0,Spoink,1,0,0,325,0,0,325,120,390,0,1,psychic,,Windy,,60f83d8adb25e1905e06f603
171,1,2277,2310,0,211,2,1,167,0,3,0,326,0,Grumpig,0,0,0,326,0,0,326,160,542,0,1,psychic,,Windy,,60f83d8adb25e1905e06f604
116,0,1072,1088,0,116,1,0,168,0,3,0,327,0,Spinda,0,0,0,327,0,0,327,120,352,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f605
162,2,1076,1092,0,78,1,0,169,0,3,10,328,0,Trapinch,0,0,0,328,0,0,328,90,330,0,1,ground,,Sunny/clear,,60f83d8adb25e1905e06f606
134,2,1050,1065,0,99,2,0,169,0,3,0,329,0,Vibrava,0,0,0,329,0,0,329,100,333,0,1,ground,dragon,Sunny/clear,Windy,60f83d8adb25e1905e06f607
205,2,2423,2458,0,168,3,1,169,0,3,0,330,0,Flygon,0,0,0,330,0,0,330,160,533,0,0,ground,dragon,Sunny/clear,Windy,60f83d8adb25e1905e06f608
156,2,1065,1080,0,74,1,0,170,0,3,5,331,0,Cacnea,0,0,0,331,0,0,331,100,330,0,1,grass,,Sunny/clear,,60f83d8adb25e1905e06f609
221,2,2062,2092,0,115,2,1,170,0,3,0,332,0,Cacturne,0,0,0,332,0,0,332,140,476,0,1,grass,dark,Sunny/clear,Fog,60f83d8adb25e1905e06f60a
76,3,712,722,0,139,1,0,171,0,3,0,333,0,Swablu,1,1,0,333,1,0,333,90,305,1,1,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f60b
141,3,1842,1868,0,208,2,1,171,0,3,0,334,0,Altaria,0,1,0,334,0,0,334,150,499,1,0,dragon,flying,Windy,,60f83d8adb25e1905e06f60c
222,1,2182,2214,0,124,1,0,172,0,3,0,335,0,Zangoose,0,0,0,335,0,1,335,146,492,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f60d
196,1,1900,1928,0,118,1,0,178,0,3,0,336,0,Seviper,0,0,0,336,0,1,336,146,460,0,1,poison,,Cloudy,,60f83d8adb25e1905e06f60e
178,2,2213,2245,0,163,1,0,179,0,3,0,337,0,Lunatone,0,0,0,337,0,0,337,180,521,0,1,rock,psychic,Partly cloudy,Windy,60f83d8adb25e1905e06f60f
178,2,2213,2245,0,163,1,0,180,0,3,0,338,0,Solrock,0,0,0,338,0,0,338,180,521,0,1,rock,psychic,Partly cloudy,Windy,60f83d8adb25e1905e06f610
93,1,705,716,0,83,1,0,181,0,3,2,339,0,Barboach,1,0,0,339,0,0,339,100,276,0,1,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f611
151,1,1963,1991,0,142,2,1,181,0,3,0,340,0,Whiscash,0,0,0,340,0,0,340,220,513,0,1,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f612
141,1,1092,1107,0,113,1,0,182,0,3,5,341,0,Corphish,1,0,0,341,0,0,341,86,340,0,1,water,,Rainy,,60f83d8adb25e1905e06f613
224,1,2284,2317,0,156,2,1,182,0,3,0,342,0,Crawdaunt,0,0,0,342,0,0,342,126,506,0,1,water,dark,Rainy,Fog,60f83d8adb25e1905e06f614
77,2,667,676,0,131,1,0,183,0,3,5,343,0,Baltoy,1,0,0,343,0,0,343,80,288,0,1,ground,psychic,Sunny/clear,Windy,60f83d8adb25e1905e06f615
140,2,1756,1782,0,236,2,1,183,0,3,0,344,0,Claydol,0,0,0,344,0,0,344,120,496,0,1,ground,psychic,Sunny/clear,Windy,60f83d8adb25e1905e06f616
105,2,1164,1181,0,154,1,0,184,0,3,5,345,0,Lileep,0,0,0,345,0,0,345,132,391,0,1,rock,grass,Partly cloudy,Sunny/clear,60f83d8adb25e1905e06f617
152,2,2051,2081,0,198,2,1,184,0,3,0,346,0,Cradily,0,0,0,346,0,0,346,172,522,0,1,rock,grass,Partly cloudy,Sunny/clear,60f83d8adb25e1905e06f618
176,2,1292,1310,0,100,1,0,185,0,3,5,347,0,Anorith,0,0,0,347,0,0,347,90,366,0,1,rock,bug,Partly cloudy,Rainy,60f83d8adb25e1905e06f619
222,2,2637,2675,0,183,2,1,185,0,3,0,348,0,Armaldo,0,0,0,348,0,0,348,150,555,0,1,rock,bug,Partly cloudy,Rainy,60f83d8adb25e1905e06f61a
29,1,217,220,0,102,1,0,186,0,3,10,349,0,Feebas,0,0,0,349,0,0,349,40,171,0,1,water,,Rainy,,60f83d8adb25e1905e06f61b
192,1,2925,2967,0,242,2,0,186,0,3,0,350,0,Milotic,0,0,0,350,0,0,350,190,624,0,0,water,,Rainy,,60f83d8adb25e1905e06f61c
139,3,1464,1486,0,139,1,0,187,0,3,0,351,0,Castform,0,1,0,351,0,0,351,140,418,0,1,normal,,Partly cloudy,,60f83d8adb25e1905e06f61d
161,0,1896,1924,0,212,1,0,188,0,3,0,352,0,Kecleon,0,0,0,352,0,0,352,120,493,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f61e
138,1,860,872,0,66,1,0,189,0,3,5,353,0,Shuppet,1,0,0,353,0,0,353,88,292,1,1,ghost,,Fog,,60f83d8adb25e1905e06f61f
218,1,2044,2073,0,127,2,0,189,0,3,0,354,0,Banette,0,0,0,354,0,0,354,128,473,1,1,ghost,,Fog,,60f83d8adb25e1905e06f620
70,1,516,523,0,162,1,0,190,0,3,5,355,0,Duskull,1,0,0,355,0,0,355,40,272,1,1,ghost,,Fog,,60f83d8adb25e1905e06f621
124,1,1316,1335,0,234,2,0,190,1,3,0,356,0,Dusclops,0,0,0,356,0,0,356,80,438,1,1,ghost,,Fog,,60f83d8adb25e1905e06f622
136,3,1820,1846,0,165,1,0,191,0,3,0,357,0,Tropius,0,1,0,357,0,1,357,198,499,0,1,grass,flying,Sunny/clear,Windy,60f83d8adb25e1905e06f623
175,3,2065,2095,0,174,1,0,192,0,3,0,358,0,Chimecho,0,1,0,358,0,0,358,150,499,0,1,psychic,,Windy,,60f83d8adb25e1905e06f624
246,1,2248,2280,0,120,1,0,193,0,3,0,359,0,Absol,0,0,0,359,4,0,359,130,496,1,0,dark,,Fog,,60f83d8adb25e1905e06f625
41,1,496,503,0,86,0,0,,0,3,5,360,0,Wynaut,0,0,0,360,0,0,360,190,317,0,0,psychic,,Windy,,60f83d8adb25e1905e06f626
95,1,761,772,0,95,1,0,194,1,3,5,361,0,Snorunt,0,0,0,361,1,0,361,100,290,1,1,ice,,Snow,,60f83d8adb25e1905e06f627
162,1,1917,1945,0,162,2,1,,0,3,0,362,0,Glalie,0,0,0,362,0,0,362,160,484,1,1,ice,,Snow,,60f83d8adb25e1905e06f628
95,1,863,876,0,90,1,0,,0,3,5,363,0,Spheal,1,0,0,363,0,0,363,140,325,0,1,ice,water,Snow,Rainy,60f83d8adb25e1905e06f629
137,1,1584,1607,0,132,2,0,,0,3,0,364,0,Sealeo,0,0,0,364,0,0,364,180,449,0,1,ice,water,Snow,Rainy,60f83d8adb25e1905e06f62a
182,1,2569,2606,0,176,3,1,,0,3,0,365,0,Walrein,0,0,0,365,0,0,365,220,578,0,0,ice,water,Snow,Rainy,60f83d8adb25e1905e06f62b
133,0,1075,1091,0,149,1,0,,0,3,0,366,0,Clamperl,0,0,0,366,0,0,366,70,352,0,0,water,,Rainy,,60f83d8adb25e1905e06f62c
197,0,2109,2140,0,194,2,0,,0,3,0,367,0,Huntail,0,0,0,367,0,0,367,110,501,0,0,water,,Rainy,,60f83d8adb25e1905e06f62d
211,0,2248,2281,0,194,2,0,,0,3,0,368,0,Gorebyss,0,0,0,368,0,0,368,110,515,0,0,water,,Rainy,,60f83d8adb25e1905e06f62e
162,1,2521,2557,0,234,1,0,,0,3,0,369,0,Relicanth,0,0,0,369,0,1,369,200,596,0,1,water,rock,Rainy,Partly cloudy,60f83d8adb25e1905e06f62f
81,1,725,735,0,134,1,0,,0,3,0,370,0,Luvdisc,1,0,0,370,0,0,370,86,301,0,1,water,,Rainy,,60f83d8adb25e1905e06f630
134,3,1038,1053,0,107,1,0,,0,3,0,371,0,Bagon,0,1,0,371,0,0,371,90,331,0,1,dragon,,Windy,,60f83d8adb25e1905e06f631
172,3,1930,1958,0,179,2,0,,0,3,0,372,0,Shelgon,0,1,0,372,0,0,372,130,481,0,1,dragon,,Windy,,60f83d8adb25e1905e06f632
277,3,3481,3532,0,168,3,1,,0,3,0,373,0,Salamence,0,1,0,373,0,0,373,190,635,0,0,dragon,flying,Windy,,60f83d8adb25e1905e06f633
96,3,831,843,0,141,1,0,,0,3,0,374,0,Beldum,0,1,0,374,0,0,374,80,317,0,1,steel,psychic,Snow,Windy,60f83d8adb25e1905e06f634
138,3,1547,1570,0,185,2,0,,0,3,0,375,0,Metang,0,1,0,375,0,0,375,120,443,0,1,steel,psychic,Snow,Windy,60f83d8adb25e1905e06f635
257,3,3592,3644,0,248,3,1,,0,3,0,376,0,Metagross,0,1,0,376,0,0,376,160,665,0,0,steel,psychic,Snow,Windy,60f83d8adb25e1905e06f636
179,0,3043,3087,0,356,1,0,,0,3,0,377,1,Regirock,0,0,0,377,0,0,377,160,695,0,0,rock,,Partly cloudy,,60f83d8adb25e1905e06f637
179,0,3043,3087,0,356,1,0,,0,3,0,378,1,Regice,0,0,0,378,0,0,378,160,695,0,0,ice,,Snow,,60f83d8adb25e1905e06f638
143,0,2228,2261,0,285,1,0,,0,3,0,379,1,Registeel,0,0,0,379,0,0,379,160,588,0,0,steel,,Snow,,60f83d8adb25e1905e06f639
228,0,3329,3377,0,268,1,0,,0,3,0,380,1,Latias,0,0,0,380,0,0,380,160,656,0,0,dragon,psychic,Windy,,60f83d8adb25e1905e06f63a
268,0,3592,3644,0,228,1,0,,0,3,0,381,1,Latios,0,0,0,381,0,0,381,160,656,0,0,dragon,psychic,Windy,,60f83d8adb25e1905e06f63b
270,1,4016,4074,0,251,1,0,,0,3,0,382,1,Kyogre,0,0,0,382,0,0,382,182,703,0,0,water,,Rainy,,60f83d8adb25e1905e06f63c
270,1,4016,4074,0,251,1,0,,0,3,0,383,1,Groudon,0,0,1,383,0,0,383,182,703,0,0,ground,,Sunny/clear,,60f83d8adb25e1905e06f63d
284,3,3593,3645,0,170,1,0,,0,3,0,384,1,Rayquaza,0,1,0,384,0,0,384,191,645,0,0,dragon,flying,Windy,,60f83d8adb25e1905e06f63e
210,0,3046,3090,0,210,1,0,,0,3,0,385,2,Jirachi,0,0,0,385,0,0,385,200,620,0,0,steel,psychic,Snow,Windy,60f83d8adb25e1905e06f63f
345,0,2709,2749,0,115,1,0,,0,3,0,386,2,Deoxys Normal,0,0,0,386,0,0,387,100,560,0,0,psychic,,Windy,,60f83d8adb25e1905e06f641
119,0,1051,1066,0,115,1,0,,0,4,0,387,0,Turtwig,0,0,0,387,0,0,390,110,344,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f644
157,0,1757,1783,0,152,2,0,,0,4,0,388,0,Grotle,0,0,0,388,0,0,391,150,459,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f645
202,0,2785,2825,0,197,3,0,,0,4,0,389,0,Torterra,0,0,0,389,0,0,392,190,589,0,0,grass,ground,Sunny/clear,,60f83d8adb25e1905e06f646
113,0,803,815,0,86,1,0,,0,4,0,390,0,Chimchar,0,0,0,390,0,0,393,88,287,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f647
158,0,1395,1415,0,105,2,0,,0,4,0,391,0,Monferno,0,0,0,391,0,0,394,128,391,0,0,fire,fighting,Sunny/clear,Cloudy,60f83d8adb25e1905e06f648
222,0,2429,2464,0,151,3,0,,0,4,0,392,0,Infernape,0,0,0,392,0,0,395,152,525,0,0,fire,fighting,Sunny/clear,Cloudy,60f83d8adb25e1905e06f649
112,0,934,947,0,103,1,0,,0,4,0,393,0,Piplup,0,0,0,393,0,0,396,106,321,0,0,water,,Rainy,,60f83d8adb25e1905e06f64a
150,0,1526,1549,0,143,2,0,,0,4,0,394,0,Prinplup,0,0,0,394,0,0,397,128,421,0,0,water,,Rainy,,60f83d8adb25e1905e06f64b
210,0,2702,2741,0,193,3,0,,0,4,0,395,0,Empoleon,0,0,0,395,0,0,398,168,571,0,0,water,steel,Rainy,Snow,60f83d8adb25e1905e06f64c
101,0,594,603,0,58,1,0,,0,4,0,396,0,Starly,0,0,0,396,0,0,399,80,239,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f64d
142,0,1153,1170,0,99,2,0,,0,4,0,397,0,Staravia,0,0,0,397,0,0,400,110,351,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f64e
234,0,2637,2675,0,145,3,0,,0,4,0,398,0,Staraptor,0,0,0,398,0,0,401,170,549,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f64f
80,0,632,641,0,73,1,0,,0,4,0,399,0,Bidoof,0,0,0,399,0,0,402,118,271,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f650
162,0,1659,1683,0,119,2,0,,0,4,0,400,0,Bibarel,0,0,0,400,0,0,403,158,439,0,0,normal,water,Partly cloudy,Rainy,60f83d8adb25e1905e06f651
45,0,328,333,0,74,1,0,,0,4,0,401,0,Kricketot,0,0,0,401,0,0,404,74,193,0,0,bug,,Rainy,,60f83d8adb25e1905e06f652
160,0,1501,1523,0,100,2,0,,0,4,0,402,0,Kricketune,0,0,0,402,0,0,405,154,414,0,0,bug,,Rainy,,60f83d8adb25e1905e06f653
117,0,740,750,0,64,1,0,,0,4,0,403,0,Shinx,0,0,0,403,0,0,406,90,271,0,0,electric,,Rainy,,60f83d8adb25e1905e06f654
159,0,1305,1324,0,95,2,0,,0,4,0,404,0,Luxio,0,0,0,404,0,0,407,120,374,0,0,electric,,Rainy,,60f83d8adb25e1905e06f655
232,0,2630,2668,0,156,3,0,,0,4,0,405,0,Luxray,0,0,0,405,0,0,408,160,548,0,0,electric,,Rainy,,60f83d8adb25e1905e06f656
91,0,755,766,0,126,0,0,,0,4,0,406,0,Budew,0,0,0,406,0,0,409,80,297,0,0,grass,poison,Sunny/clear,Cloudy,60f83d8adb25e1905e06f657
243,0,2743,2783,0,206,2,0,,0,4,0,407,0,Roserade,0,0,0,407,0,0,410,120,569,0,0,grass,poison,Sunny/clear,Cloudy,60f83d8adb25e1905e06f658
218,0,1661,1685,0,75,1,0,,0,4,0,408,0,Cranidos,0,0,0,408,0,0,411,134,427,0,0,rock,,Partly cloudy,,60f83d8adb25e1905e06f659
295,0,3133,3179,0,114,2,0,,0,4,0,409,0,Rampardos,0,0,0,409,0,0,412,194,603,0,0,rock,,Partly cloudy,,60f83d8adb25e1905e06f65a
76,0,724,735,0,208,1,0,,0,4,0,410,0,Shieldon,0,0,0,410,0,0,413,60,344,0,0,rock,steel,Partly cloudy,Snow,60f83d8adb25e1905e06f65b
94,0,1381,1401,0,299,2,0,,0,4,0,411,0,Bastiodon,0,0,0,411,0,0,414,120,513,0,0,rock,steel,Partly cloudy,Snow,60f83d8adb25e1905e06f65c
53,0,403,409,0,83,1,0,,0,4,0,412,0,Burmy (Plant Cloak),0,0,0,412,0,0,415,80,216,0,0,bug,,Rainy,,60f83d8adb25e1905e06f65d
141,0,1593,1616,0,189,2,0,,0,4,0,413,0,Wormadam (Plant Cloak),0,0,0,413,0,0,418,120,450,0,0,bug,grass,Rainy,Sunny/clear,60f83d8adb25e1905e06f660
185,0,1629,1653,0,98,2,0,,0,4,0,414,0,Mothim,0,0,0,414,0,0,421,140,423,0,0,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f663
59,0,390,396,0,83,1,0,,0,4,0,415,0,Combee,0,0,0,415,0,0,422,60,202,0,0,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f664
149,0,1799,1825,0,190,2,0,,0,4,0,416,0,Vespiquen,0,0,0,416,0,0,423,140,479,0,0,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f665
94,0,1094,1110,0,182,1,0,,0,4,0,417,0,Pachirisu,0,0,0,417,0,0,424,120,396,0,0,electric,,Rainy,,60f83d8adb25e1905e06f666
132,0,932,946,0,70,1,0,,0,4,0,418,0,Buizel,0,0,0,418,0,0,425,110,312,0,0,water,,Rainy,,60f83d8adb25e1905e06f667
221,0,2279,2312,0,118,2,0,,0,4,0,419,0,Floatzel,0,0,0,419,0,0,426,170,509,0,0,water,,Rainy,,60f83d8adb25e1905e06f668
108,0,817,829,0,96,1,0,,0,4,0,420,0,Cherubi,0,0,0,420,0,0,427,90,294,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f669
170,0,1859,1886,0,157,2,0,,0,4,0,421,0,Cherrim,0,0,0,421,0,0,428,140,467,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f66a
103,0,1053,1069,0,111,1,0,,0,4,0,422,0,Shellos,0,0,0,422,0,0,429,152,366,0,0,water,,Rainy,,60f83d8adb25e1905e06f66b
169,0,2233,2265,0,149,2,0,,0,4,0,423,0,Gastrodon,0,0,0,423,0,0,430,222,540,0,0,water,ground,Rainy,Sunny/clear,60f83d8adb25e1905e06f66c
205,0,2186,2218,0,143,2,0,,0,4,0,424,0,Ambipom,0,0,0,424,0,0,431,150,498,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f66d
117,0,1134,1151,0,85,1,0,,0,4,0,425,0,Drifloon,0,0,0,425,0,0,432,180,382,0,0,ghost,flying,Fog,Windy,60f83d8adb25e1905e06f66e
180,0,2353,2387,0,107,2,0,,0,4,0,426,0,Drifblim,0,0,0,426,0,0,433,300,587,0,0,ghost,flying,Fog,Windy,60f83d8adb25e1905e06f66f
130,0,1120,1136,0,111,1,0,,0,4,0,427,0,Buneary,0,0,0,427,0,0,434,110,351,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f670
156,0,1858,1885,0,200,2,0,,0,4,0,428,0,Lopunny,0,0,0,428,0,0,435,130,486,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f671
211,0,2430,2465,0,211,2,0,,0,4,0,429,0,Mismagius,0,0,0,429,0,0,436,120,542,0,0,ghost,,Fog,,60f83d8adb25e1905e06f672
243,0,2529,2566,0,103,2,0,,0,4,0,430,0,Honchkrow,0,0,0,430,0,0,437,200,546,0,0,dark,flying,Fog,Windy,60f83d8adb25e1905e06f673
109,0,811,823,0,85,1,0,,0,4,0,431,0,Glameow,0,0,0,431,0,0,438,98,292,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f674
172,0,1772,1798,0,136,2,0,,0,4,0,432,0,Purugly,0,0,0,432,0,0,439,142,450,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f675
114,0,849,861,0,94,1,0,,0,4,0,433,0,Chingling,0,0,0,433,0,0,440,90,298,0,0,psychic,,Windy,,60f83d8adb25e1905e06f676
121,0,1033,1048,0,93,1,0,,0,4,0,434,0,Stunky,0,0,0,434,0,0,441,126,340,0,0,poison,dark,Cloudy,Fog,60f83d8adb25e1905e06f677
184,0,2230,2262,0,135,2,0,,0,4,0,435,0,Skuntank,0,0,0,435,0,0,442,206,525,0,0,poison,dark,Cloudy,Fog,60f83d8adb25e1905e06f678
43,0,527,534,0,154,1,0,,0,4,0,436,0,Bronzor,0,0,0,436,0,0,443,114,311,0,0,steel,psychic,Snow,Windy,60f83d8adb25e1905e06f679
161,0,1997,2026,0,213,2,0,,0,4,0,437,0,Bronzong,0,0,0,437,0,0,444,134,508,0,0,steel,psychic,Snow,Windy,60f83d8adb25e1905e06f67a
124,0,1196,1213,0,155,0,0,,0,4,0,438,0,Bonsly,0,0,0,438,0,0,445,100,379,0,0,rock,,Partly cloudy,,60f83d8adb25e1905e06f67b
125,0,855,867,0,164,0,0,,0,4,0,439,0,Mime Jr.,0,0,0,439,0,0,446,40,329,0,0,psychic,fairy,Windy,Cloudy,60f83d8adb25e1905e06f67c
25,0,395,401,0,105,0,0,,0,4,0,440,0,Happiny,0,0,0,440,0,0,447,200,330,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f67d
183,0,1629,1653,0,92,1,0,,0,4,0,441,0,Chatot,0,0,0,441,0,0,448,152,427,0,0,normal,flying,Partly cloudy,Windy,60f83d8adb25e1905e06f67e
169,0,1777,1802,0,199,1,0,,0,4,0,442,0,Spiritomb,0,0,0,442,0,0,449,100,468,0,0,ghost,dark,Fog,,60f83d8adb25e1905e06f67f
124,0,974,988,0,84,1,0,,0,4,0,443,0,Gible,0,0,0,443,0,0,450,116,324,0,0,dragon,ground,Windy,Sunny/clear,60f83d8adb25e1905e06f680
172,0,1703,1728,0,130,2,0,,0,4,0,444,0,Gabite,0,0,0,444,0,0,451,136,438,0,0,dragon,ground,Windy,Sunny/clear,60f83d8adb25e1905e06f681
261,0,3769,3823,0,198,3,0,,0,4,0,445,0,Garchomp,0,0,0,445,0,0,452,216,675,0,0,dragon,ground,Windy,Sunny/clear,60f83d8adb25e1905e06f682
137,0,1947,1975,0,137,0,0,,0,4,0,446,0,Munchlax,0,0,0,446,0,0,453,270,544,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f683
127,0,821,833,0,78,1,0,,0,4,0,447,0,Riolu,0,0,0,447,0,0,454,80,285,0,0,fighting,,Cloudy,,60f83d8adb25e1905e06f684
236,0,2425,2461,0,144,2,0,,0,4,0,448,0,Lucario,0,0,0,448,0,0,455,140,520,0,0,fighting,steel,Cloudy,Snow,60f83d8adb25e1905e06f685
124,0,1283,1302,0,134,1,0,,0,4,0,449,0,Hippopotas,0,0,0,449,0,0,456,136,394,0,0,ground,,Sunny/clear,,60f83d8adb25e1905e06f686
201,0,3045,3089,0,212,2,0,,0,4,0,450,0,Hippowdon,0,0,0,450,0,0,457,216,629,0,0,ground,,Sunny/clear,,60f83d8adb25e1905e06f687
93,0,876,889,0,168,1,0,,0,4,0,451,0,Skorupi,0,0,0,451,0,0,458,80,341,0,0,poison,bug,Cloudy,Rainy,60f83d8adb25e1905e06f688
180,0,2286,2319,0,219,2,0,,0,4,0,452,0,Drapion,0,0,0,452,0,0,459,140,539,0,0,poison,dark,Cloudy,Fog,60f83d8adb25e1905e06f689
116,0,810,822,0,76,1,0,,0,4,0,453,0,Croagunk,0,0,0,453,0,0,460,96,288,0,0,poison,fighting,Cloudy,,60f83d8adb25e1905e06f68a
211,0,2277,2310,0,133,2,0,,0,4,0,454,0,Toxicroak,0,0,0,454,0,0,461,166,510,0,0,poison,fighting,Cloudy,,60f83d8adb25e1905e06f68b
187,0,1951,1979,0,136,1,0,,0,4,0,455,0,Carnivine,0,0,0,455,0,0,462,148,471,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f68c
96,0,840,853,0,119,1,0,,0,4,0,456,0,Finneon,0,0,0,456,0,0,463,98,313,0,0,water,,Rainy,,60f83d8adb25e1905e06f68d
142,0,1648,1671,0,175,2,0,,0,4,0,457,0,Lumineon,0,0,0,457,0,0,464,138,455,0,0,water,,Rainy,,60f83d8adb25e1905e06f68e
105,0,1140,1157,0,212,0,0,,0,4,0,458,0,Mantyke,0,0,0,458,0,0,465,90,407,0,0,water,flying,Rainy,Windy,60f83d8adb25e1905e06f68f
115,0,1039,1054,0,110,1,0,,0,4,0,459,0,Snover,0,0,0,459,0,0,466,120,345,0,0,grass,ice,Sunny/clear,Snow,60f83d8adb25e1905e06f690
178,0,2213,2245,0,163,2,0,,0,4,0,460,0,Abomasnow,0,0,0,460,0,0,467,180,521,0,0,grass,ice,Sunny/clear,Snow,60f83d8adb25e1905e06f691
243,0,2775,2815,0,182,2,0,,0,4,0,461,0,Weavile,0,0,0,461,0,0,468,140,565,0,0,dark,ice,Fog,Snow,60f83d8adb25e1905e06f692
238,0,2953,2996,0,217,3,0,,0,4,0,462,0,Magnezone,0,0,0,462,0,0,469,140,595,0,0,electric,steel,Rainy,Snow,60f83d8adb25e1905e06f693
161,0,2325,2359,1,181,2,0,,0,4,0,463,0,Lickilicky,0,0,0,463,0,0,470,220,562,0,0,normal,,Partly cloudy,,60f83d8adb25e1905e06f694
241,0,3813,3869,0,224,3,0,,0,4,0,464,0,Rhyperior,0,0,0,464,0,0,471,230,695,0,0,ground,rock,Sunny/clear,Partly cloudy,60f83d8adb25e1905e06f695
207,0,3065,3110,0,219,2,0,,0,4,0,465,0,Tangrowth,0,0,0,465,0,0,472,200,626,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f696
249,0,2862,2904,1,173,2,0,,0,4,0,466,0,Electivire,0,0,0,466,0,0,473,150,572,0,0,electric,,Rainy,,60f83d8adb25e1905e06f697
247,0,2937,2980,1,186,2,0,62,0,4,0,467,0,Magmortar,0,0,0,467,0,0,474,150,583,0,0,fire,,Sunny/clear,,60f83d8adb25e1905e06f698
225,0,3126,3171,0,227,2,0,,0,4,0,468,0,Togekiss,0,0,0,468,0,0,475,170,622,0,0,fairy,flying,Cloudy,Windy,60f83d8adb25e1905e06f699
231,0,2832,2873,0,172,2,0,,0,4,0,469,0,Yanmega,0,0,0,469,0,0,476,172,575,0,0,bug,flying,Rainy,Windy,60f83d8adb25e1905e06f69a
216,0,2808,2849,1,254,2,0,,0,4,0,470,0,Leafeon,0,0,0,470,0,0,477,130,600,0,0,grass,,Sunny/clear,,60f83d8adb25e1905e06f69b
